SponsorApplicant,ProductNo,Form,Dosage,ProductMktStatus,TECode,ReferenceDrug,drugname,activeingred
CHARTWELL LIFE SCI                                ,1,CAPSULE;ORAL,EQ 50MG BASE,1,AB,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
CHARTWELL LIFE SCI                                ,2,CAPSULE;ORAL,EQ 100MG BASE,1,AB,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
NOVARTIS                                          ,1,OINTMENT;OPHTHALMIC,EQ 0.3% BASE,3,,0,GENTACIDIN,GENTAMICIN SULFATE
TEVA                                              ,1,TABLET;VAGINAL,"100,000 UNITS",3,,0,NYSTATIN,NYSTATIN
ABRAXIS PHARM                                     ,1,INJECTABLE;INJECTION,EQ 75MG BASE/2ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
ABRAXIS PHARM                                     ,2,INJECTABLE;INJECTION,EQ 500MG BASE/2ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
ABRAXIS PHARM                                     ,3,INJECTABLE;INJECTION,EQ 1GM BASE/3ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
CHARTWELL LIFE SCI                                ,1,TABLET;ORAL,EQ 100MG BASE,1,AB,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
TEVA                                              ,1,TABLET;ORAL,"500,000 UNITS",1,AA,1,NYSTATIN,NYSTATIN
SOLOPAK                                           ,1,INJECTABLE;INJECTION,EQ 10MG BASE/ML,3,,0,GENTAMICIN SULFATE,GENTAMICIN SULFATE
SOLOPAK                                           ,2,INJECTABLE;INJECTION,EQ 40MG BASE/ML,3,,0,GENTAMICIN SULFATE,GENTAMICIN SULFATE
MERZ PHARMS                                       ,2,SOLUTION;TOPICAL,0.02,3,,0,ERYMAX,ERYTHROMYCIN
QUANTUM PHARMICS                                  ,1,TABLET;VAGINAL,"100,000 UNITS",3,,0,NYSTATIN,NYSTATIN
ROCHE                                             ,1,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL,3,,0,ROCEPHIN,CEFTRIAXONE SODIUM
ROCHE                                             ,2,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,ROCEPHIN,CEFTRIAXONE SODIUM
ROCHE                                             ,3,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,ROCEPHIN,CEFTRIAXONE SODIUM
WOCKHARDT                                         ,1,SUSPENSION;ORAL,"100,000 UNITS/ML",1,AA,1,NYSTATIN,NYSTATIN
FOUGERA                                           ,1,SUSPENSION;ORAL,"100,000 UNITS/ML",1,AA,0,NYSTATIN,NYSTATIN
PHARMADERM                                        ,1,SUSPENSION;ORAL,"100,000 UNITS/ML",3,,0,NYSTATIN,NYSTATIN
SAVAGE LABS                                       ,1,SUSPENSION;ORAL,"100,000 UNITS/ML",3,,0,NYSTEX,NYSTATIN
WATSON LABS                                       ,3,INJECTABLE;INJECTION,EQ 1GM BASE/3ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
ACTAVIS LABS FL INC                               ,1,SUSPENSION/DROPS;OTIC,"1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML",3,,0,OTOCORT,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
DOW PHARM                                         ,1,SOLUTION;TOPICAL,0.02,3,,0,SANSAC,ERYTHROMYCIN
ALCON PHARMS LTD                                  ,1,SOLUTION/DROPS;OPHTHALMIC,EQ 0.3% BASE,3,,0,GENTAMICIN SULFATE,GENTAMICIN SULFATE
USL PHARMA                                        ,1,TABLET;ORAL,"500,000 UNITS",3,,0,NYSTATIN,NYSTATIN
QUANTUM PHARMICS                                  ,1,TABLET;ORAL,"500,000 UNITS",3,,0,NYSTATIN,NYSTATIN
SANDOZ                                            ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,NAFCILLIN SODIUM,NAFCILLIN SODIUM
SANDOZ                                            ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,AP,1,NAFCILLIN SODIUM,NAFCILLIN SODIUM
SANDOZ                                            ,3,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,1,AP,1,NAFCILLIN SODIUM,NAFCILLIN SODIUM
SANDOZ                                            ,4,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,1,AP,1,NAFCILLIN SODIUM,NAFCILLIN SODIUM
LABS ATRAL                                        ,1,CAPSULE;ORAL,250MG,3,,0,AMOXICILLIN,AMOXICILLIN
LABS ATRAL                                        ,2,CAPSULE;ORAL,500MG,3,,0,AMOXICILLIN,AMOXICILLIN
PHARMADERM                                        ,1,CREAM;TOPICAL,EQ 1MG BASE/GM,3,,0,GENTAMICIN SULFATE,GENTAMICIN SULFATE
FOUGERA                                           ,1,CREAM;TOPICAL,EQ 0.1% BASE,1,AT,1,GENTAMICIN SULFATE,GENTAMICIN SULFATE
FOUGERA                                           ,1,OINTMENT;TOPICAL,EQ 0.1% BASE,1,AT,0,GENTAMICIN SULFATE,GENTAMICIN SULFATE
PHARMADERM                                        ,1,OINTMENT;TOPICAL,EQ 0.1% BASE,3,,0,GENTAMICIN SULFATE,GENTAMICIN SULFATE
ALCON                                             ,1,SOLUTION/DROPS;OPHTHALMIC,0.003,1,AT,0,TOBREX,TOBRAMYCIN
VINTAGE PHARMS                                    ,1,TABLET;ORAL,EQ 100MG BASE,1,AB,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
PHARMAFAIR                                        ,1,SOLUTION/DROPS;OPHTHALMIC,EQ 0.1% PHOSPHATE;EQ 3.5MG BASE/ML,3,,0,NEOMYCIN SULFATE-DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE; NEOMYCIN SULFATE
SUPERPHARM                                        ,1,CAPSULE;ORAL,250MG,3,,0,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE
SUPERPHARM                                        ,2,CAPSULE;ORAL,500MG,3,,0,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE
PHARMAFAIR                                        ,1,SUSPENSION;ORAL,"100,000 UNITS/ML",3,,0,NYSTATIN,NYSTATIN
NOVARTIS                                          ,1,SUSPENSION/DROPS;OPHTHALMIC,"0.1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML",3,,0,DEXACIDIN,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
PARKE DAVIS                                       ,1,"CAPSULE, DELAYED REL PELLETS;ORAL",250MG,3,,0,ERYC,ERYTHROMYCIN
ABBOTT                                            ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,CEPHALOTHIN SODIUM,CEPHALOTHIN SODIUM
ABBOTT                                            ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,CEPHALOTHIN SODIUM,CEPHALOTHIN SODIUM
ABBOTT                                            ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,CEPHALOTHIN SODIUM,CEPHALOTHIN SODIUM
ABBOTT                                            ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,CEPHALOTHIN SODIUM,CEPHALOTHIN SODIUM
LILLY                                             ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,KEFLIN IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM
LILLY                                             ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,KEFLIN IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM
LILLY                                             ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,KEFZOL,CEFAZOLIN SODIUM
LILLY                                             ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,KEFZOL,CEFAZOLIN SODIUM
PHARMAFAIR                                        ,1,SUSPENSION;ORAL,EQ 400MG BASE/5ML,3,,0,ERYTHROMYCIN ETHYLSUCCINATE,ERYTHROMYCIN ETHYLSUCCINATE
PHARMAFAIR                                        ,1,SUSPENSION;ORAL,EQ 200MG BASE/5ML,3,,0,ERYTHROMYCIN ETHYLSUCCINATE,ERYTHROMYCIN ETHYLSUCCINATE
LILLY                                             ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,MANDOL,CEFAMANDOLE NAFATE
LILLY                                             ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,MANDOL,CEFAMANDOLE NAFATE
APOTHECON                                         ,1,INJECTABLE;INJECTION,EQ 50MG BASE/ML,3,,0,AMIKIN,AMIKACIN SULFATE
APOTHECON                                         ,2,INJECTABLE;INJECTION,EQ 250MG BASE/ML,3,,0,AMIKIN,AMIKACIN SULFATE
ELKINS SINN                                       ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,ERYTHROMYCIN,ERYTHROMYCIN LACTOBIONATE
ELKINS SINN                                       ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,ERYTHROMYCIN,ERYTHROMYCIN LACTOBIONATE
APOTHECON                                         ,1,INJECTABLE;INJECTION,EQ 75MG BASE/2ML,3,,0,KANTREX,KANAMYCIN SULFATE
APOTHECON                                         ,2,INJECTABLE;INJECTION,EQ 500MG BASE/2ML,3,,0,KANTREX,KANAMYCIN SULFATE
APOTHECON                                         ,3,INJECTABLE;INJECTION,EQ 1GM BASE/3ML,3,,0,KANTREX,KANAMYCIN SULFATE
LILLY                                             ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
LILLY                                             ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
LILLY                                             ,3,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
NOVARTIS                                          ,1,OINTMENT;OPHTHALMIC,"0.1%;EQ 3.5MG BASE/GM;10,000 UNITS/GM",3,,0,DEXACIDIN,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
EUROHLTH INTL                                     ,1,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL,1,AP,1,DOXYCYCLINE,DOXYCYCLINE HYCLATE
EUROHLTH INTL                                     ,2,INJECTABLE;INJECTION,EQ 200MG BASE/VIAL,3,,0,DOXYCYCLINE,DOXYCYCLINE HYCLATE
ALPHARMA US PHARMS                                ,1,SUSPENSION;ORAL,"100,000 UNITS/ML",3,,0,NYSTATIN,NYSTATIN
APOTHECON                                         ,1,INJECTABLE;INJECTION,500MG/VIAL,3,,0,PRECEF,CEFORANIDE
APOTHECON                                         ,2,INJECTABLE;INJECTION,1GM/VIAL,3,,0,PRECEF,CEFORANIDE
APOTHECON                                         ,3,INJECTABLE;INJECTION,2GM/VIAL,3,,0,PRECEF,CEFORANIDE
APOTHECON                                         ,4,INJECTABLE;INJECTION,10GM/VIAL,3,,0,PRECEF,CEFORANIDE
APOTHECON                                         ,5,INJECTABLE;INJECTION,20GM/VIAL,3,,0,PRECEF,CEFORANIDE
TEVA                                              ,1,TABLET;ORAL,EQ 100MG BASE,3,,0,DOXY-LEMMON,DOXYCYCLINE HYCLATE
ABBOTT                                            ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,ERYTHROCIN,ERYTHROMYCIN LACTOBIONATE
ABBOTT                                            ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,ERYTHROCIN,ERYTHROMYCIN LACTOBIONATE
HOSPIRA                                           ,1,INJECTABLE;INJECTION,EQ 1.2MG BASE/ML,3,,0,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
HOSPIRA                                           ,2,INJECTABLE;INJECTION,EQ 1.4MG BASE/ML,3,,0,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
HOSPIRA                                           ,3,INJECTABLE;INJECTION,EQ 1.6MG BASE/ML,3,,0,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
HOSPIRA                                           ,4,INJECTABLE;INJECTION,EQ 1.8MG BASE/ML,3,,0,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
HOSPIRA                                           ,5,INJECTABLE;INJECTION,EQ 2MG BASE/ML,3,,0,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
HOSPIRA                                           ,6,INJECTABLE;INJECTION,EQ 60MG BASE/100ML,3,,0,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
HOSPIRA                                           ,7,INJECTABLE;INJECTION,EQ 70MG BASE/100ML,3,,0,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
HOSPIRA                                           ,8,INJECTABLE;INJECTION,EQ 80MG BASE/100ML,3,,0,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
HOSPIRA                                           ,9,INJECTABLE;INJECTION,EQ 90MG BASE/100ML,3,,0,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
HOSPIRA                                           ,10,INJECTABLE;INJECTION,EQ 100MG BASE/100ML,3,,0,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
LILLY                                             ,1,INJECTABLE;INTRAVENOUS,EQ 750MG BASE/VIAL,3,,0,KEFUROX IN PLASTIC CONTAINER,CEFUROXIME SODIUM
LILLY                                             ,2,INJECTABLE;INJECTION,EQ 1.5GM BASE/VIAL,3,,0,KEFUROX IN PLASTIC CONTAINER,CEFUROXIME SODIUM
ACS DOBFAR                                        ,1,"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS",EQ 750MG BASE/VIAL,3,,0,KEFUROX,CEFUROXIME SODIUM
ACS DOBFAR                                        ,2,INJECTABLE;INJECTION,EQ 1.5GM BASE/VIAL,3,,0,KEFUROX,CEFUROXIME SODIUM
ACS DOBFAR                                        ,3,INJECTABLE;INJECTION,EQ 7.5GM BASE/VIAL,3,,0,KEFUROX,CEFUROXIME SODIUM
LILLY                                             ,1,INJECTABLE;INTRAVENOUS,EQ 750MG BASE/VIAL,3,,0,KEFUROX,CEFUROXIME SODIUM
LILLY                                             ,2,INJECTABLE;INJECTION,EQ 1.5GM BASE/VIAL,3,,0,KEFUROX,CEFUROXIME SODIUM
WARNER CHILCOTT                                   ,1,TABLET;ORAL,EQ 100MG BASE,3,,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
WARNER CHILCOTT                                   ,1,CAPSULE;ORAL,EQ 50MG BASE,3,,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
WARNER CHILCOTT                                   ,2,CAPSULE;ORAL,EQ 100MG BASE,3,,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
PHARMADERM                                        ,1,CREAM;TOPICAL,EQ 3.5MG BASE/GM;0.1%,3,,0,NEOMYCIN SULFATE-TRIAMCINOLONE ACETONIDE,NEOMYCIN SULFATE; TRIAMCINOLONE ACETONIDE
PHARMADERM                                        ,1,CREAM;TOPICAL,"100,000 UNITS/GM;0.1%",3,,0,NYSTATIN-TRIAMCINOLONE ACETONIDE,NYSTATIN; TRIAMCINOLONE ACETONIDE
SAVAGE LABS                                       ,1,CREAM;TOPICAL,"100,000 UNITS/GM;0.1%",3,,0,MYTREX F,NYSTATIN; TRIAMCINOLONE ACETONIDE
SAVAGE LABS                                       ,1,CREAM;TOPICAL,EQ 3.5MG BASE/GM;0.1%,3,,0,MYTREX A,NEOMYCIN SULFATE; TRIAMCINOLONE ACETONIDE
FOUGERA                                           ,1,CREAM;TOPICAL,"100,000 UNITS/GM;0.1%",1,AT,0,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN; TRIAMCINOLONE ACETONIDE
FOUGERA                                           ,1,CREAM;TOPICAL,EQ 3.5MG BASE/GM;0.1%,3,,0,NEOMYCIN SULFATE-TRIAMCINOLONE ACETONIDE,NEOMYCIN SULFATE; TRIAMCINOLONE ACETONIDE
SAVAGE LABS                                       ,1,OINTMENT;TOPICAL,"100,000 UNITS/GM;0.1%",3,,0,MYTREX F,NYSTATIN; TRIAMCINOLONE ACETONIDE
FOUGERA                                           ,1,OINTMENT;TOPICAL,"100,000 UNITS/GM;0.1%",1,AT,0,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN; TRIAMCINOLONE ACETONIDE
PHARMADERM                                        ,1,OINTMENT;TOPICAL,"100,000 UNITS/GM;0.1%",3,,0,NYSTATIN-TRIAMCINOLONE ACETONIDE,NYSTATIN; TRIAMCINOLONE ACETONIDE
ABRAXIS PHARM                                     ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,ERYTHROMYCIN LACTOBIONATE,ERYTHROMYCIN LACTOBIONATE
ABRAXIS PHARM                                     ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,ERYTHROMYCIN LACTOBIONATE,ERYTHROMYCIN LACTOBIONATE
SOLOPAK                                           ,1,INJECTABLE;INJECTION,EQ 500MG BASE/2ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
SOLOPAK                                           ,2,INJECTABLE;INJECTION,EQ 1GM BASE/3ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
SOLOPAK                                           ,3,INJECTABLE;INJECTION,EQ 75MG BASE/2ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
DELCOR ASSET CORP                                 ,1,CREAM;TOPICAL,"100,000 UNITS/GM;0.1%",3,,0,MYCOLOG-II,NYSTATIN; TRIAMCINOLONE ACETONIDE
PHARMADERM                                        ,1,OINTMENT;TOPICAL,EQ 3.5MG BASE/GM;0.1%,3,,0,NEOMYCIN SULFATE-TRIAMCINOLONE ACETONIDE,NEOMYCIN SULFATE; TRIAMCINOLONE ACETONIDE
FOUGERA                                           ,1,OINTMENT;TOPICAL,EQ 3.5MG BASE/GM;0.1%,3,,0,NEOMYCIN SULFATE-TRIAMCINOLONE ACETONIDE,NEOMYCIN SULFATE; TRIAMCINOLONE ACETONIDE
SAVAGE LABS                                       ,1,OINTMENT;TOPICAL,EQ 3.5MG BASE/GM;0.1%,3,,0,MYTREX A,NEOMYCIN SULFATE; TRIAMCINOLONE ACETONIDE
HOSPIRA                                           ,4,INJECTABLE;INJECTION,EQ 10MG BASE/ML,1,AP,0,GENTAMICIN SULFATE,GENTAMICIN SULFATE
PADDOCK LLC                                       ,1,POWDER;ORAL,1,3,,0,NYSTATIN,NYSTATIN
ODYSSEY PHARMS                                    ,1,TABLET;VAGINAL,"100,000 UNITS",1,,1,NYSTATIN,NYSTATIN
PHARMAFAIR                                        ,1,SOLUTION;TOPICAL,0.02,3,,0,ERYTHROMYCIN,ERYTHROMYCIN
PHARMAFAIR                                        ,1,SUSPENSION/DROPS;OTIC,"1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML",3,,0,"NEOMYCIN SULFATE, POLYMYXIN B SULFATE & HYDROCORTISONE",HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
PARKE DAVIS                                       ,1,"CAPSULE, DELAYED REL PELLETS;ORAL",250MG,3,,0,ERYC,ERYTHROMYCIN
PHARMAFAIR                                        ,1,SUSPENSION/DROPS;OPHTHALMIC,"1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML",3,,0,NEOMYCIN SULFATE-POLYMYXIN B SULFATE-HYDROCORTISONE,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
ALCON                                             ,1,SOLUTION/DROPS;OPHTHALMIC,0.005,3,,0,CHLORAMPHENICOL,CHLORAMPHENICOL
PVT FORM                                          ,1,CAPSULE;ORAL,EQ 50MG BASE,3,,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
PVT FORM                                          ,2,CAPSULE;ORAL,EQ 100MG BASE,3,,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
INTL MEDICATION                                   ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
INTL MEDICATION                                   ,3,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
AKORN                                             ,1,SOLUTION/DROPS;OPHTHALMIC,EQ 0.3% BASE,1,AT,0,GENTAMICIN SULFATE,GENTAMICIN SULFATE
HOSPIRA                                           ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,1,AP,0,ERYTHROCIN,ERYTHROMYCIN LACTOBIONATE
HOSPIRA                                           ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,,1,ERYTHROCIN,ERYTHROMYCIN LACTOBIONATE
ACS DOBFAR                                        ,1,INJECTABLE;INJECTION,500MG/VIAL,1,AP,0,CEFTAZIDIME,CEFTAZIDIME
ACS DOBFAR                                        ,2,INJECTABLE;INJECTION,1GM/VIAL,1,AP,0,CEFTAZIDIME,CEFTAZIDIME
ACS DOBFAR                                        ,3,INJECTABLE;INJECTION,2GM/VIAL,1,AP,0,CEFTAZIDIME,CEFTAZIDIME
ACS DOBFAR                                        ,4,INJECTABLE;INJECTION,6GM/VIAL,1,AP,0,CEFTAZIDIME,CEFTAZIDIME
QUAD PHARMS                                       ,1,Injectable; Injection,EQ 75MG BASE/2ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
QUAD PHARMS                                       ,2,Injectable; Injection,EQ 500MG BASE/2ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
QUAD PHARMS                                       ,3,Injectable; Injection,EQ 1GM BASE/3ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
QUAD PHARMS                                       ,1,Injectable; Injection,EQ 100MG BASE/VIAL,3,,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
QUAD PHARMS                                       ,2,Injectable; Injection,EQ 200MG BASE/VIAL,3,,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
PHARMACIA AND UPJOHN                              ,1,FOR SOLUTION;ORAL,EQ 75MG BASE/5ML,1,AA,1,CLEOCIN,CLINDAMYCIN PALMITATE HYDROCHLORIDE
PLIVA                                             ,1,TABLET;ORAL,165MG,3,,0,ULTRAGRIS-165,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE"
PLIVA                                             ,1,TABLET;ORAL,330MG,3,,0,ULTRAGRIS-330,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE"
PARKE DAVIS                                       ,1,"CAPSULE, DELAYED REL PELLETS;ORAL",125MG,3,,0,ERYC 125,ERYTHROMYCIN
WARNER CHILCOTT                                   ,1,"CAPSULE, DELAYED RELEASE;ORAL",EQ 100MG BASE,3,,0,DORYX,DOXYCYCLINE HYCLATE
HOFFMANN LA ROCHE                                 ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,ROCEPHIN,CEFTRIAXONE SODIUM
HOFFMANN LA ROCHE                                 ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,ROCEPHIN,CEFTRIAXONE SODIUM
HOFFMANN LA ROCHE                                 ,3,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,ROCEPHIN,CEFTRIAXONE SODIUM
LILLY                                             ,1,INJECTABLE;INJECTION,1GM/VIAL,3,,0,TAZIDIME,CEFTAZIDIME
LILLY                                             ,2,INJECTABLE;INJECTION,2GM/VIAL,3,,0,TAZIDIME,CEFTAZIDIME
PHARMAFAIR                                        ,1,OINTMENT;TOPICAL,"100,000 UNITS/GM;0.1%",3,,0,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN; TRIAMCINOLONE ACETONIDE
PHARMAFAIR                                        ,1,CREAM;TOPICAL,"100,000 UNITS/GM;0.1%",3,,0,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN; TRIAMCINOLONE ACETONIDE
SANOFI AVENTIS US                                 ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,AP,1,CLAFORAN,CEFOTAXIME SODIUM
SANOFI AVENTIS US                                 ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,1,AP,1,CLAFORAN,CEFOTAXIME SODIUM
QUAD PHARMS                                       ,1,Injectable; Injection,EQ 500MG BASE/VIAL,3,,0,ERYTHROMYCIN LACTOBIONATE,ERYTHROMYCIN LACTOBIONATE
QUAD PHARMS                                       ,3,Injectable; Injection,EQ 1GM BASE/VIAL,3,,0,ERYTHROMYCIN LACTOBIONATE,ERYTHROMYCIN LACTOBIONATE
HOSPIRA                                           ,1,INJECTABLE;INJECTION,500MG/VIAL,1,AP,0,TAZICEF,CEFTAZIDIME
HOSPIRA                                           ,2,INJECTABLE;INJECTION,1GM/VIAL,1,AP,0,TAZICEF,CEFTAZIDIME
HOSPIRA                                           ,3,INJECTABLE;INJECTION,2GM/VIAL,1,AP,0,TAZICEF,CEFTAZIDIME
HOSPIRA                                           ,4,INJECTABLE;INJECTION,6GM/VIAL,1,AP,0,TAZICEF,CEFTAZIDIME
FRESENIUS KABI USA                                ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,1,AP,1,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
FRESENIUS KABI USA                                ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,AP,1,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
FRESENIUS KABI USA                                ,3,INJECTABLE;INJECTION,EQ 5GM BASE/VIAL,1,AP,1,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
FRESENIUS KABI USA                                ,4,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,1,AP,1,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
WATSON LABS                                       ,1,SOLUTION;IRRIGATION,"EQ 40MG BASE/ML;200,000 UNITS/ML",1,AT,0,NEOMYCIN AND POLYMYXIN B SULFATE,NEOMYCIN SULFATE; POLYMYXIN B SULFATE
ABRAXIS PHARM                                     ,1,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,CEPHALOTHIN SODIUM,CEPHALOTHIN SODIUM
ABRAXIS PHARM                                     ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,CEPHALOTHIN SODIUM,CEPHALOTHIN SODIUM
PHARMAFAIR                                        ,1,INJECTABLE;INJECTION,EQ 75MG BASE/2ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
PHARMAFAIR                                        ,1,INJECTABLE;INJECTION,EQ 1GM BASE/3ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
TEVA                                              ,1,SUSPENSION;ORAL,"100,000 UNITS/ML",3,,0,NYSTATIN,NYSTATIN
PHARMAFAIR                                        ,1,INJECTABLE;INJECTION,EQ 500MG BASE/2ML,3,,0,KANAMYCIN SULFATE,KANAMYCIN SULFATE
NASKA                                             ,1,SUSPENSION;ORAL,EQ 400MG BASE/5ML,3,,0,ERYTHROMYCIN ETHYLSUCCINATE,ERYTHROMYCIN ETHYLSUCCINATE
